error
1565577323.2433743,550.2727
1565577323.7461572,550.2604
1565577324.2494693,550.2452
1565577324.7521632,550.2537
1565577325.2547755,550.2647
1565577325.7576423,550.2547
1565577326.2603884,550.268
1565577326.7630088,550.268
1565577327.2663522,550.2743
1565577327.76848,550.2711
1565577328.2709403,550.2711
1565577328.7742376,550.2951
1565577329.276647,550.3063
1565577329.780257,550.2554
1565577330.282864,550.2611
1565577330.7863905,550.263
1565577331.288716,550.2526
1565577331.7916021,550.26
1565577332.2948878,550.2572
1565577332.7982638,550.2477
1565577333.3012605,550.2573
1565577333.8038008,550.2478
1565577334.307669,550.2742
1565577334.810344,550.2742
1565577335.313029,550.2605
1565577335.8164513,550.2603
1565577336.3187504,550.2688
1565577336.8221953,550.283
1565577337.3245168,550.2717
1565577337.82825,550.2542
1565577338.3307986,550.2562
1565577338.8342476,550.2715
1565577339.3363307,550.2715
1565577339.8401656,550.2673
1565577340.3424013,550.2571
1565577340.8446267,550.2862
1565577341.3479452,550.2862
1565577341.8508637,550.2953
1565577342.354108,550.2807
1565577342.8565521,550.2688
1565577343.3606064,550.2624
1565577343.863823,550.2657
1565577344.367147,550.2698
1565577344.8698702,550.2693
1565577345.3727884,550.2774
1565577345.876335,550.2747
1565577346.3792207,550.2597
1565577346.8821528,550.2571
1565577347.384519,550.2571
1565577347.8882055,550.2625
1565577348.3907435,550.2383
1565577348.8934467,550.2383
1565577349.3953888,550.2262
1565577349.897549,550.2575
1565577350.400868,550.2471
1565577350.9044495,550.2542
1565577351.4075377,550.2537
1565577351.9111116,550.2602
1565577352.4138908,550.2593
1565577352.9168763,550.26
1565577353.4200206,550.2588
1565577353.9224494,550.2597
1565577354.4262142,550.2832
1565577354.928617,550.2837
1565577355.4320014,550.2696
1565577355.9365458,550.2637
1565577356.4398365,550.2565
1565577356.9425747,550.2565
1565577357.4460392,550.2674
1565577357.948379,550.2608
1565577358.4501455,550.2561
1565577358.9525087,550.2561
1565577359.4554882,550.2456
1565577359.9588504,550.2396
1565577360.461704,550.2725
1565577360.9646275,550.2565
1565577361.468236,550.2639
1565577361.9702978,550.2321
1565577362.472712,550.2508
1565577362.9760406,550.234
1565577363.478292,550.234
1565577363.980493,550.2535
1565577364.4832752,550.2646
1565577364.986086,550.2526
1565577365.4893072,550.2537
1565577365.9921603,550.2737
1565577366.4941878,550.2781
1565577366.996137,550.2622
1565577367.4988134,550.2414
1565577368.001504,550.2392
1565577368.5046818,550.2392
1565577369.0076382,550.2441
1565577369.5111833,550.2532
1565577370.0138402,550.2513
1565577370.5168896,550.2895
1565577371.0196419,550.2637
1565577371.5232832,550.2617
1565577372.0253613,550.2617
1565577372.5287793,550.267
1565577373.0317972,550.2702
1565577373.534994,550.2702
1565577374.0372171,550.2538
1565577374.5399997,550.2707
1565577375.0434844,550.2696
1565577375.5459156,550.2696
1565577376.04898,550.2434
1565577376.5524127,550.2721
1565577377.0554924,550.2632
1565577377.5580263,550.2618
1565577378.06028,550.2872
1565577378.563021,550.2748
1565577379.0655894,550.2762
1565577379.568759,550.2842
1565577380.0725856,550.2856
1565577380.5748582,550.293
1565577381.0778158,550.2829
1565577381.580714,550.2803
1565577382.0838845,550.2666
1565577382.5861328,550.2856
1565577383.088144,550.2852
1565577383.5900295,550.2976
1565577384.0920186,550.2988
1565577384.5951004,550.2819
1565577385.097805,550.27
1565577385.6003146,550.2792
1565577386.103282,550.2788
1565577386.6061444,550.2247
1565577387.1080139,550.2598
1565577387.6110601,550.2611
1565577388.113776,550.2825
1565577388.6168923,550.2666
1565577389.1197002,550.254
1565577389.621786,550.2832
1565577390.1235502,550.2832
1565577390.6265352,550.2796
1565577391.1292503,550.2932
1565577391.632245,550.2927
1565577392.1348784,550.2959
1565577392.6367545,550.2645
1565577393.1390607,550.2847
1565577393.6414862,550.2752
1565577394.1442182,550.2752
1565577394.6462948,550.2957
1565577395.148947,550.278
1565577395.6511512,550.282
1565577396.153142,550.2852
1565577396.6575012,550.2915
1565577397.1599963,550.2915
1565577397.6623144,550.27
1565577398.1657038,550.2415
1565577398.6684713,550.2452
1565577399.1716588,550.2801
1565577399.6747553,550.277
1565577400.1775312,550.2737
1565577400.6806571,550.2737
1565577401.1840265,550.2734
1565577401.6866217,550.2868
1565577402.189673,550.2947
1565577402.6925313,550.2922
1565577403.1954691,550.2867
1565577403.6987045,550.2894
1565577404.2017817,550.2817
1565577404.7047129,550.3076
1565577405.207478,550.2929
1565577405.7109706,550.2932
1565577406.2136312,550.2932
1565577406.716413,550.2807
1565577407.2195327,550.2859
1565577407.7223814,550.2949
1565577408.2256975,550.2925
1565577408.7282615,550.2811
1565577409.2320335,550.2652
1565577409.7345095,550.245
1565577410.2379494,550.245
1565577410.740756,550.2621
1565577411.2441444,550.2679
1565577411.7467933,550.2638
1565577412.249686,550.2393
1565577412.7532656,550.2522
1565577413.255952,550.2711
1565577413.7585595,550.2553
1565577414.2614002,550.2455
1565577414.7644877,550.2467
1565577415.267484,550.2762
1565577415.771295,550.2547
1565577416.2747316,550.2527
1565577416.7776752,550.2517
1565577417.2796872,550.258
1565577417.7827342,550.258
1565577418.285722,550.2502
1565577418.7890456,550.2218
1565577419.2914662,550.2268
1565577419.7951946,550.2268
1565577420.2987595,550.2432
1565577420.8013117,550.2307
1565577421.3043299,550.2375
1565577421.8073106,550.2512
1565577422.3108342,550.2513
1565577422.8130546,550.2488
1565577423.3155625,550.2395
